Name,Amount,Payment Date,Payor,Payor City,Payor State,Payee,Payee City,Payee State,Description,Notice Received,LGC Purpose
"Cunningham, Jordan",5000,2019-08-27,Barona Band of Mission Indians,Lakeside,CA,St. Patrick Catholic School,Arroyo Grande,CA,grant monies will be used for the school to expand its STEM program for K-8 students.,12/11/2019,Charitable
"Daly, Thomas",5000,2019-08-10,IGT Global Solutions,Reno,NV,WisePlace,Santa Ana,CA,charitable donation to a 501 (c) (3),9/4/2019,Charitable
"Daly, Thomas",5000,2019-08-05,Chevron Corporate Affairs,Sacramento,CA,WisePlace,Santa Ana,CA,charitable donation to a 501(c)(3),8/26/2019,Charitable
"Daly, Thomas",5000,2019-10-03,Barona Band of Mission Indians,Lakeside,CA,Madison Elementary School,Santa Ana,CA,donation to local school,10/16/2019,Charitable
"Eggman, Susan",5000,2019-11-13,Child Care Resources Center Inc,Chatsworth,CA,Women in California Leadership,Sacramento,CA,Policy Retreat 2018,5/31/2019,Legislative
"Eggman, Susan Talamantes",5000,2019-07-16,California Latino Legislative Caucus Foundation,Los Angeles,CA,Sahila Shah,Stockton,CA,2019 CLLCF Scholarship Award Recipient,8/14/2019,Charitable
"Frazier, Jim",5000,2019-08-15,Barona Band of Mission Indians,Lakeside,CA,Liberty High School,Brentwood,CA,For General Support,8/26/2019,Charitable
"Friedman, Laura",5000,2019-03-14,"WPIC Construction, LLC",Monrovia,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",5000,2019-05-20,United Airlines,Houston,TX,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-10,The Walt Disney Company,Burbank,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",10000,2019-05-01,The Boeing Company,Seal Beach,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-02,Temescal Canyon Association,Pacific Palisades,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",10000,2019-04-05,Southern California Gas Company,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-22,Robert Insolia,Bedford,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",5000,2019-06-14,Optimum Seismic Inc.,Vernon,CA,California Armenian Legislative Caucus,Sacramento,CA,Donation to the nonprofit supporting the cultural and educational goals of the Armenian community in California.,6/26/2019,Charitable
"Friedman, Laura",10000,2019-05-07,Nixon Peaboody,Pacific Palisades,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",10000,2019-05-01,"National Foundation for Affordable Housing Solutions, Inc",Rockville,MD,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",5000,2019-03-12,Moran & Company,San Francisco,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-16,Mitsubishi Corporation (Americas),Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",10000,2019-07-01,John Ek,San Pedro,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",10000,2019-05-02,Jacobs,Oak Ridge,TN,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",5000,2019-05-20,Institutional Property Advisors,Palo Alto,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-30,"Greenberg Traurig, LLP",Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-22,Goodwin Procter,New York,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",5000,2019-03-06,Gallagher Chapman,Glendale,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",30000,2019-05-14,Edison International,Rosemead,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-09,Eastdil Secured LLC,Santa Monica,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-01,Deloitte Touche,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",10000,2019-03-25,"Cox, Castle & Nicholson, LLP",Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",20000,2019-05-30,City View,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",10000,2019-04-15,City National Bank,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",10000,2019-04-25,City National Bank,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",10000,2019-04-10,Blackstone,New York,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",5000,2019-04-08,Bank of America,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/28/2019,Charitable
"Friedman, Laura",20000,2019-04-02,Banc of California,Santa Ana,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Friedman, Laura",25000,2019-05-13,Annenberg Foundation,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization.,8/28/2019,Charitable
"Gabriel, Jesse",5000,2019-03-12,SEIU California State Council,Sacramento,CA,Equality California,Los Angeles,CA,Sponsorship of Equality California Sacramento Awards,5/28/2019,Charitable
"Gabriel, Jesse",5000,2019-03-20,Santa Ynez Band of Mission Indians,Santa Ynez,CA,Equality California,Los Angeles,CA,Sponsorship of Equality California Sacramento Awards.,5/28/2019,Charitable
"Gabriel, Jesse",50000,2019-12-06,Koret Foundation,San Francisco,CA,Jewish Federation of Greater Los Angeles,Los Angeles,CA,2019 California Legislators Delegation to Israel.,1/23/2020,Legislative
"Gabriel, Jesse",29935,2019-11-07,Jewish Foundation of Greater Los Angeles,Los Angeles,CA,2019 California Legislators Delegation to Israel,Sacramento,CA,2019 California Legislators Delegation to Israel,12/9/2019,Legislative
"Gabriel, Jesse",5845,2019-10-28,Jewish Foundation of Greater Los Angeles,Los Angeles,CA,2019 California Legislators Delegation to Israel,Sacramento,CA,2019 California Legislators Delegation to Israel,12/9/2019,Legislative
"Gabriel, Jesse",154334,2019-12-31,Jewish Federation of Greater Los Angeles,Los Angeles,CA,2019 California Legislators Delegation to Israel,Sacramento,CA,2019 California Legislators Delegation to Israel.,1/23/2020,Legislative
"Gabriel, Jesse",39724,2019-12-05,Jewish Federation of Greater Los Angeles,Los Angeles,CA,2019 California Legislators Delegation to Israel,Sacramento,CA,2019 California Legislators Delegation to Israel.,1/23/2020,Legislative
"Gabriel, Jesse",690,2019-04-26,California Legislative Jewish Caucus Leadership Foundation,San Rafael,CA,"ATV Video Center, Inc.",Sacramento,CA,California State Assembly's Holocaust Remembrance Floor Ceremony,5/14/2019,Legislative
"Gabriel, Jesse",171,2019-04-30,California Legislative Jewish Caucus Leadership Foundation,San Rafael,CA,Gilah's Kosher Catering,Sacramento,CA,California State Assembly's Holocaust Remembrance Ceremony Reception,5/14/2019,Legislative
"Gabriel, Jesse",884,2019-04-02,California Legislative Jewish Caucus Leadership Foundation,San Rafael,CA,Southwest Airlines,Dallas,TX,Holocaust Remembrance Ceremony,5/14/2019,Legislative
"Gabriel, Jesse",3574,2019-04-30,California Legislative Jewish Caucus Leadership Foundation,San Rafael,CA,Ambrosia Fine Food Inc,Sacramento,CA,Holocaust Remembrance Ceremony Reception food,5/14/2019,Legislative
"Gabriel, Jesse",824,2019-04-09,California Legislative Jewish Caucus Leadership Foundation,San Rafael,CA,Southwest Airlines,Dallas,TX,California State Assembly's Holocaust Remembrance Ceremony,5/14/2019,Legislative
"Gabriel, Jesse",392,2019-04-23,California Legislative Jewish Caucus Leadership Foundation,San Rafael,CA,G. Rossi Florist,Sacramento,CA,California State Assembly's Holocaust Remembrance Ceremony Reception,5/14/2019,Legislative
"Gabriel, Jesse",600,2019-04-02,California Legislative Jewish Caucus Leadership Foundation,San Rafael,CA,Southwest Airlines,Dallas,TX,California State Assembly's Holocaust Remembrance Ceremony,5/14/2019,Legislative
"Gabriel, Jesse",5000,2019-09-23,Barona Band of Mission Indians,Lakeside,CA,Blythe Street Elementary School,Reseda,CA,numerous science and technology books for the school library,10/16/2019,Charitable
"Gallagher, James",5000,2019-04-30,Barona Band of Mission Indians,Lakeside,CA,East Nicolaus Union High School,Nicolaus,CA,assisted in purchasing computers for a school in AD 3,5/29/2019,Charitable
"Garcia, Cristina",2500,2019-02-01,WRD,Lakewood,CA,Community Family Guidance Foundation,Cerritos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/29/2019,Legislative
"Garcia, Cristina",5000,2019-03-14,"WPIC Construction, LLC",Monrovia,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",1250,2019-11-25,Woman in California Leadership (WC),Sacramento,CA,Downey Arts Collective,Downey,CA,"Inclusive of disabled community, hosting sensory-sensitive screenings of family friendly movies",12/31/2019,Charitable
"Garcia, Cristina",2500,2019-02-08,White Arrow,Commerce,CA,Community Family Guidance FOundation,Cerritos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/29/2019,Legislative
"Garcia, Cristina",5000,2019-05-20,United Airlines,Houston,TX,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-04-10,The Walt Disney Company,Burbank,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",1386,2019-02-04,The Habit Balance for Hamburgers,Irvine,CA,Community Family Guidance Foundation,Cerritos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/18/2019,Legislative
"Garcia, Cristina",500,2019-07-10,The Commerce Hotel and Casino,Commerce,CA,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,7/22/2019,Legislative
"Garcia, Cristina",5000,2019-02-01,The Commerce,Commerce,CA,Community Family Guidance Foundation,Cerritos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/29/2019,Legislative
"Garcia, Cristina",10000,2019-05-01,The Boeing Company,Seal Beach,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-04-02,Temescal Canyon Association,Pacific Palisades,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",10000,2019-04-05,Southern California Gas Company,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",1250,2019-07-08,South Asian Network,Artesia,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating in government.,7/22/2019,Charitable
"Garcia, Cristina",313,2019-11-19,San Gabriel Valley,El Monte,CA,AJ Paddleford Park Artesia,Artesia,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,San Gabriel Valley,El Monte,CA,Montebello Lions,Montebello,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",292,2019-11-19,San Gabriel Valley,El Monte,CA,Heart of Compassion,Montebello,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,San Gabriel Valley,El Monte,CA,FOCIS,Norwalk,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,San Gabriel Valley,El Monte,CA,Pico Lions,Pico Rivera,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",125,2019-11-19,San Gabriel Valley,El Monte,CA,Downey Senior Center,Downey,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",2000,2019-06-22,SA Recycling,Long Beach,CA,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,7/22/2019,Legislative
"Garcia, Cristina",5000,2019-04-22,Robert Insolia,Bedford,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-02-18,Reyes Coca-Cola,Downey,CA,Community Family Guidance Foundation,Cerritos,CA,The young legislature program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/21/2019,Legislative
"Garcia, Cristina",1000,2019-02-15,Reyes Coca Cola,Downey,CA,Community Family Guidance Foundation,Cerritos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/29/2019,Legislative
"Garcia, Cristina",2500,2019-01-29,Republic Services,Long Beach,CA,Coast Party Rentals,Los Alamitos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/29/2019,Legislative
"Garcia, Cristina",5000,2019-07-22,Rams,Agoura Hills,CA,Bell Gardens Youth Football and Cheer,Bell Gardens,CA,Young Football program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",1000,2019-05-09,Political Solutions,Sacramento,CA,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,6/10/2019,Legislative
"Garcia, Cristina",1000,2019-03-22,Political Solutions,Sacramento,CA,Community Family Guidance Foundation,Cerritos,CA,Women of the year enriches the constituents lives by empowering them with the tools necessary to make a difference in their communities.,5/28/2019,Legislative
"Garcia, Cristina",5000,2019-11-08,PG&E,San Francisco,CA,Community Family Guidance Foundation,Cerritos,CA,Fellows in Government program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",5000,2019-12-02,Personal Care Products Council,Washington,DC,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,1/23/2020,Legislative
"Garcia, Cristina",2340,2019-03-01,Personal Care Products Council,Washington,DC,Community Family Guidance Foundation,Cerritos,CA,Woman of the year enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/18/2019,Legislative
"Garcia, Cristina",5000,2019-01-18,Pechanga Band of Luiseno Indians,Temecula,CA,Women in California Leadership,Sacramento,CA,Activities to encourage and facilitate women engaging in the political system and participating in government,5/29/2019,Charitable
"Garcia, Cristina",10000,2019-05-07,Nixon Peaboody,Pacific Palisades,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",10000,2019-05-01,"National Foundation for Affordable Housing Solutions, Inc",Rockville,MD,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",4030,2019-08-30,Mynt Educational Foundation,Pasadena,CA,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,10/3/2019,Legislative
"Garcia, Cristina",5000,2019-03-12,Moran & Company,San Francisco,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-04-16,Mitsubishi Corporation (Americas),Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",800,2019-03-08,M's Flowers,Montebello,CA,Community Family Guidance Foundation,Cerritos,CA,Women of the year enriches the constituents lives by empowering them with the tools necessary to make a difference in their communities.,5/28/2019,Legislative
"Garcia, Cristina",2500,2019-03-28,Liberty Utilities,Downey,CA,Community Family Guidance Center,Cerritos,CA,The young legislature program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,5/28/2019,Legislative
"Garcia, Cristina",1000,2019-01-25,Liberty Utilities,Downey,CA,Community Family Guidance Foundation,Cerritos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/29/2019,Legislative
"Garcia, Cristina",1000,2019-11-08,Liberty Utilities,Downey,CA,Community Family Guidance Foundation,Cerritos,CA,Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",313,2019-11-19,Liberty,Downey,CA,Bellflower Volunteer Center,Bellflower,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",83,2019-11-19,Liberty,Downey,CA,Food Help,Downey,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",42,2019-11-19,Liberty,Downey,CA,City of Bell Gardens Parks & Rec,Bell Gardens,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",188,2019-11-19,Liberty,Downey,CA,"TLC Downey, Family Resource Center",Downey,CA,Turkey giveaway before Thanksgiving.,12/31/2019,Charitable
"Garcia, Cristina",209,2019-11-19,Liberty,Downey,CA,New Seasons Church,Downey,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,Liberty,Downey,CA,Pico Rotary,Pico Rivera,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,Liberty,Downey,CA,Caring Connections,Bellflower,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,Liberty,Downey,CA,MUSD Families in Transition,Montebello,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,Liberty,Downey,CA,Pico Christmas Baskets Committee,Pice Rivera,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",1000,2019-05-28,Kaiser Permanente,Downey,CA,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,6/10/2019,Legislative
"Garcia, Cristina",1000,2019-05-17,Kaiser Permanente,Downey,CA,Community Family Guidance Foundation,Cerritos,CA,Transit to Trails trip enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,6/10/2019,Legislative
"Garcia, Cristina",10000,2019-07-01,John Ek,San Pedro,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",10000,2019-05-02,Jacobs,Oak Ridge,TN,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-05-20,Institutional Property Advisors,Palo Alto,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-04-30,"Greenberg Traurig, LLP",Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-04-22,Goodwin Procter,New York,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",125,2019-11-19,Golden State,San Dimas,CA,"TLC Downey, Family Resource Center",Downey,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",354,2019-11-19,Golden State,San Dimas,CA,Bell Gardens PTA,Bell Gardens,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",292,2019-11-19,Golden State,San Dimas,CA,Artesia Cerritos Lion Club,Norwalk,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,Golden State,San Dimas,CA,FHCCGLA,Bell Gardens,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",5000,2019-03-06,Gallagher Chapman,Glendale,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",2500,2019-01-18,First 5 LA,Los Angeles,CA,Community Family Guidance Foundation,Cerritos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/29/2019,Legislative
"Garcia, Cristina",30000,2019-05-14,Edison International,Rosemead,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-04-09,"Eastdill Secured, LLC",Santa Monica,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-04-01,Deloite Touche,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",2500,2019-08-02,DART Containers,Mason,MI,Community Family Guidance Foundation,Cerritos,CA,Young Legislator program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",2500,2019-11-08,DART Containers,Mason,MI,Community Family Guidance Foundation,Cerritos,CA,Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",1000,2019-07-19,Cruz Strategies LLC,Sacramento,CA,Community Family Guidance Foundation,Cerritos,CA,Community Movie program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",529,2019-01-25,Crowne Plaza Los Angeles,Commerce,CA,Community Family Guidance Foundation,Cerritos,CA,Elected Official Dinner enriches constituents lives by show casting the differences in their communities.,3/18/2019,Legislative
"Garcia, Cristina",10000,2019-03-25,"Cox, Castle & Nicholson, LLP",Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",2000,2019-07-11,Community Family Guidance Foundation,Cerritos,CA,Johnny's Express,Downey,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,7/22/2019,Legislative
"Garcia, Cristina",700,2019-07-11,Community Family Guidance Foundation,Cerritos,CA,Estevan Studio,Downey,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,7/22/2019,Legislative
"Garcia, Cristina",623,2019-07-11,Community Family Guidance Foundation,Cerritos,CA,Chad Oberly,Long Beach,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,7/22/2019,Legislative
"Garcia, Cristina",5341,2019-06-25,Community Family Guidance Foundation,Cerritos,CA,Embassy Suites Downey,Downey,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,7/22/2019,Legislative
"Garcia, Cristina",936,2019-07-23,Community Family Guidance Foundation,Cerritos,CA,Edgar Estrada,Pico Rivera,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",113,2019-08-06,Community Family Guidance Foundation,Cerritos,CA,Rida Hamida,Anaheim,CA,Young Legislators program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",1355,2019-02-08,Community Family Guidance Foundation,Cerritos,CA,Cheddr Wheel LLC,Downey,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/19/2019,Legislative
"Garcia, Cristina",568,2019-03-05,Community Family Guidance Foundation,Cerritos,CA,Jay's Catering,Garden Grove,CA,Women of the year enriches constituents lives by empowering them with the tools necessary to make a difference in their communities. ,3/18/2019,Legislative
"Garcia, Cristina",700,2019-02-18,Community Family Guidance Foundation,Cerritos,CA,Amine Benamara,Fullerton,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/18/2019,Legislative
"Garcia, Cristina",2505,2019-02-08,Community Family Guidance Foundation,Cerritos,CA,Heavenly Choice Events,Montebello,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/19/2019,Legislative
"Garcia, Cristina",2635,2019-02-08,Community Family Guidance Foundation,Cerritos,CA,Edgar Estrada,Pico Rivera,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/19/2019,Legislative
"Garcia, Cristina",2863,2019-03-08,Community Family Guidance Foundation,Cerritos,CA,SoCal Gas,Downey,CA,Women of the year enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/18/2019,Legislative
"Garcia, Cristina",1400,2019-02-08,Community Family Guidance Foundation,Cerritos,CA,Achara Food Co,Sun Valley,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/21/2019,Legislative
"Garcia, Cristina",525,2019-02-08,Community Family Guidance Foundation,Cerritos,CA,Kona Ice,Rico Rivera,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/19/2019,Legislative
"Garcia, Cristina",1317,2019-02-08,Community Family Guidance Foundation,Cerritos,CA,Raquel Ramirez,Long Beach,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/19/2019,Legislative
"Garcia, Cristina",3197,2019-02-15,Community Family Guidance Foundation,Cerritos,CA,Coast Party Rentals,Los Alamitos,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/18/2019,Legislative
"Garcia, Cristina",1000,2019-02-15,Community Family Guidance Foundation,Cerritos,CA,Ace's Rock N Photo Booth,Montebello,CA,Pride 58 enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/18/2019,Legislative
"Garcia, Cristina",936,2019-06-23,Community Family Guidance Foundation,Cerritos,CA,Edgar Estrada,Pico Rivera,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,7/22/2019,Legislative
"Garcia, Cristina",1234,2019-07-02,Community Family Guidance Foundation,Cerritos,CA,CA State University of Sacramento: Housing,Sacramento,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,7/22/2019,Legislative
"Garcia, Cristina",115,2019-08-06,Community Family Guidance Foundation,Cerritos,CA,Chad Oberly,Long Beach,CA,Young Legislators program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",450,2019-08-06,Community Family Guidance Foundation,Cerritos,CA,M's Flowers,Montebello,CA,Young Legislator program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",446,2019-08-06,Community Family Guidance Foundation,Cerritos,CA,Avenue Press,Downey,CA,Community Movie program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",394,2019-11-08,Community Family Guidance Foundation,Cerritos,CA,John Itliong,El Sobrante,CA,Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Charitable
